Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
4350,Kind phone week place true off.,2025-04-20,2025-04-26,5.97,Bug,Medium,Research,U08
4351,Boy discussion three hard area.,2025-01-22,2025-01-29,8.5,Feature,Medium,Support,U01
4352,Reality truth way door sure nothing.,2025-01-28,2025-01-31,1.69,Feature,Low,Research,U02
4353,Myself bed popular every behavior.,2025-03-22,2025-03-24,6.68,Feature,Medium,Support,U10
4354,Defense get strategy myself charge activity.,2025-05-16,2025-05-21,8.55,Improvement,Medium,Technical,U04
4355,Company federal list top economy rather suggest.,2025-03-17,2025-03-23,1.81,Bug,Medium,Research,U02
4356,Ask girl laugh move response feel.,2025-01-27,2025-02-06,9.69,Improvement,High,Research,U09
4357,Collection spring value measure.,2025-02-17,2025-02-21,1.84,Improvement,Low,Technical,U05
4358,Minute reality born school down short.,2025-03-25,2025-04-03,1.87,Improvement,Medium,Support,U05
4359,Team nature across mother lawyer you more.,2025-01-13,2025-01-14,5.51,Improvement,High,Support,U08
4360,Before market land deal.,2025-05-22,2025-06-01,9.75,Feature,High,Technical,U02
4361,Between prepare say study.,2025-04-16,2025-04-23,4.53,Improvement,High,Support,U03
4362,Pm choice effort article any down.,2025-02-25,2025-02-26,2.85,Feature,Medium,Research,U01
4363,Traditional charge three daughter modern.,2025-06-18,2025-06-25,7.42,Improvement,Low,Admin,U09
4364,Design region president career avoid down politics.,2025-02-22,2025-02-25,8.19,Improvement,Low,Support,U09
4365,Away list despite thought possible around benefit.,2025-03-21,2025-03-26,1.98,Feature,Medium,Research,U05
4366,Tv risk win candidate.,2025-04-08,2025-04-14,6.07,Feature,Medium,Admin,U04
4367,Individual area field whole behavior result standard.,2025-03-18,2025-03-20,2.62,Feature,Low,Admin,U04
4368,Late seven discover check authority home.,2025-02-06,2025-02-13,3.84,Improvement,High,Technical,U04
4369,Politics tax third alone.,2025-06-03,2025-06-09,3.04,Feature,High,Admin,U03
4370,Common section drop loss nothing create.,2025-06-11,2025-06-14,1.08,Bug,Medium,Technical,U06
4371,Herself rule represent top term class.,2025-03-22,2025-03-31,6.95,Bug,Low,Technical,U02
4372,Know now now grow individual role senior.,2025-01-10,2025-01-12,1.92,Bug,Medium,Technical,U03
4373,Hope trip building.,2025-05-30,2025-06-04,8.67,Feature,High,Support,U03
4374,Method opportunity necessary source imagine once.,2025-01-23,2025-02-02,1.69,Bug,Low,Admin,U06
4375,Note then case really make some.,2025-01-22,2025-01-24,3.25,Improvement,Low,Technical,U01
4376,Try maybe money buy town well approach price.,2025-04-25,2025-05-01,4.43,Bug,Low,Admin,U05
4377,Hope red late indeed surface control.,2025-01-01,2025-01-11,2.88,Improvement,Low,Research,U01
4378,Common case magazine knowledge speak.,2025-01-26,2025-02-05,7.37,Improvement,Medium,Admin,U06
4379,East century analysis speak.,2025-04-30,2025-05-02,3.64,Bug,High,Admin,U02
4380,Notice member edge finish south.,2025-01-03,2025-01-06,3.04,Bug,Low,Research,U09
4381,Speak have off offer practice.,2025-05-05,2025-05-06,5.29,Improvement,Medium,Admin,U08
4382,Cut year across machine economic every.,2025-05-16,2025-05-25,3.09,Feature,High,Research,U08
4383,Focus relate heart team could case upon.,2025-04-29,2025-04-30,6.45,Improvement,Medium,Support,U07
4384,Thus lawyer article whole mission enter.,2025-02-23,2025-03-04,5.7,Improvement,Medium,Support,U08
4385,Control result according stage.,2025-04-22,2025-04-26,2.75,Improvement,Low,Support,U09
4386,Apply about over listen strong against report.,2025-03-12,2025-03-13,9.81,Feature,High,Admin,U07
4387,Success visit page create year under political.,2025-03-28,2025-04-05,5.13,Improvement,Medium,Technical,U03
4388,Direction plant expert buy dark.,2025-02-06,2025-02-14,7.86,Feature,Medium,Technical,U05
4389,Wonder then institution lay anyone participant system.,2025-01-29,2025-02-02,6.79,Feature,Low,Support,U03
4390,World right million reach mother set.,2025-06-07,2025-06-13,8.85,Bug,Medium,Admin,U03
4391,Mention amount pattern section.,2025-04-08,2025-04-13,8.4,Feature,Medium,Research,U05
4392,Themselves class from hand protect hope message.,2025-06-18,2025-06-19,8.29,Bug,High,Admin,U08
4393,Draw example physical option.,2025-01-20,2025-01-26,3.39,Improvement,High,Technical,U01
4394,Money guess wrong soon.,2025-02-28,2025-03-03,4.4,Bug,Medium,Technical,U01
4395,Sell live summer consider tax bad.,2025-03-25,2025-04-02,8.2,Improvement,Medium,Admin,U09
4396,Improve law north support power nor arrive subject.,2025-05-14,2025-05-20,1.82,Bug,Low,Support,U01
4397,Reveal attack itself different fact.,2025-02-12,2025-02-18,1.49,Bug,High,Admin,U07
4398,Spring spring forget exist buy idea.,2025-02-03,2025-02-11,2.23,Improvement,High,Technical,U03
4399,First between yeah clear network party.,2025-04-27,2025-05-01,1.15,Improvement,Low,Admin,U06
4400,Early huge month his.,2025-05-28,2025-06-03,6.97,Bug,Medium,Admin,U02
4401,Traditional do generation himself image.,2025-01-11,2025-01-14,9.71,Improvement,Low,Technical,U08
4402,Marriage song something compare move military.,2025-03-19,2025-03-29,9.85,Bug,High,Technical,U06
4403,Here matter in.,2025-05-03,2025-05-09,8.77,Feature,High,Technical,U07
4404,Hope reason leader easy fast today hard.,2025-05-22,2025-05-30,6.4,Bug,Medium,Research,U08
4405,Production bill thing Mr.,2025-04-29,2025-05-09,6.03,Feature,Medium,Admin,U08
4406,Suffer fine tough born minute.,2025-05-02,2025-05-09,1.27,Improvement,Medium,Support,U03
4407,Employee industry perform card interesting amount now.,2025-05-13,2025-05-14,1.11,Bug,Medium,Support,U07
4408,Account know center decision act.,2025-01-08,2025-01-10,2.44,Bug,High,Admin,U04
4409,Save direction too board politics like.,2025-06-11,2025-06-18,2.71,Bug,High,Support,U02
4410,Particular decade call wide agency.,2025-01-02,2025-01-03,8.29,Improvement,Medium,Support,U10
4411,Space class medical because camera.,2025-05-27,2025-05-29,8.26,Bug,High,Support,U07
4412,Oil feel specific citizen.,2025-02-21,2025-02-22,7.0,Bug,High,Research,U08
4413,Ago public community ever fire.,2025-02-06,2025-02-09,7.64,Improvement,Medium,Technical,U08
4414,Cell all kid thing food.,2025-05-01,2025-05-05,7.04,Improvement,Medium,Support,U05
4415,Mrs next back reality again challenge draw mission.,2025-01-21,2025-01-25,3.99,Feature,High,Admin,U01
4416,Father age relationship religious accept.,2025-01-29,2025-01-31,8.33,Bug,High,Support,U05
4417,Property girl process life.,2025-05-18,2025-05-20,7.57,Improvement,Low,Technical,U04
4418,Over base all free rather.,2025-03-13,2025-03-15,8.7,Improvement,Low,Technical,U09
4419,Improve little agree yard thought stuff boy about.,2025-05-26,2025-06-03,2.8,Feature,High,Admin,U03
4420,Discuss successful discuss agent energy answer.,2025-05-19,2025-05-24,4.03,Bug,Low,Admin,U01
4421,Plant then population culture subject factor above.,2025-02-15,2025-02-17,1.78,Bug,Medium,Admin,U04
4422,Carry compare TV imagine.,2025-03-01,2025-03-04,2.22,Bug,High,Support,U07
4423,Role blue price its production establish nor.,2025-01-12,2025-01-19,1.98,Improvement,Low,Research,U03
4424,Claim risk center including say analysis describe.,2025-01-16,2025-01-18,5.54,Bug,Low,Support,U07
4425,Leave meet someone too east.,2025-05-15,2025-05-17,2.14,Feature,Low,Support,U03
4426,Event still them because.,2025-01-18,2025-01-19,6.5,Feature,Low,Research,U06
4427,Boy material group move.,2025-06-18,2025-06-26,9.51,Feature,High,Support,U01
4428,Few else despite bar season sister point radio.,2025-05-25,2025-06-02,1.12,Improvement,Low,Research,U01
4429,Growth want detail finish single positive structure.,2025-05-27,2025-06-02,8.03,Improvement,High,Technical,U01
4430,Place like American continue require beyond everyone.,2025-02-04,2025-02-11,2.44,Bug,High,Support,U10
4431,Simple several late news administration between.,2025-03-15,2025-03-25,7.1,Feature,Low,Research,U02
4432,Star generation trade over.,2025-06-12,2025-06-19,9.39,Improvement,Medium,Admin,U03
4433,Rate trial million budget way soldier public.,2025-04-02,2025-04-07,3.92,Bug,Medium,Research,U10
4434,These sense consumer citizen star third feel.,2025-05-21,2025-05-26,2.16,Feature,High,Support,U08
4435,When which opportunity.,2025-01-18,2025-01-25,9.3,Improvement,Medium,Admin,U08
4436,Clearly yes across force.,2025-03-12,2025-03-13,8.25,Feature,High,Support,U02
4437,Head threat really Mr cold total.,2025-03-09,2025-03-14,5.45,Feature,High,Admin,U10
4438,Point available politics reflect space total watch.,2025-06-02,2025-06-03,8.73,Bug,Low,Support,U01
4439,Term figure least serve small.,2025-04-04,2025-04-09,3.81,Improvement,Medium,Technical,U03
4440,Four left can board imagine husband.,2025-04-06,2025-04-14,2.78,Feature,High,Support,U04
4441,Air seem across team beyond accept worry.,2025-03-11,2025-03-16,5.47,Feature,High,Technical,U05
4442,Leader network decide explain.,2025-03-22,2025-03-31,6.66,Bug,High,Admin,U05
4443,Picture American herself scientist behind.,2025-04-21,2025-04-29,4.79,Improvement,Medium,Admin,U04
4444,Daughter call painting statement.,2025-03-23,2025-03-26,1.96,Improvement,Low,Admin,U01
4445,Exist feel listen parent follow left door.,2025-02-05,2025-02-09,9.65,Feature,Medium,Admin,U02
4446,Eye new thing mouth.,2025-02-20,2025-03-02,7.33,Improvement,High,Support,U09
4447,Role discover north officer.,2025-04-03,2025-04-12,3.51,Improvement,Medium,Technical,U05
4448,Position able claim western open offer.,2025-05-16,2025-05-26,4.84,Feature,Medium,Technical,U02
4449,Environment kind nature admit together.,2025-03-19,2025-03-23,4.54,Feature,High,Admin,U04
4450,Site my skill feel sound.,2025-04-26,2025-05-04,6.79,Bug,Low,Technical,U07
4451,Can up ball serve Mr discuss.,2025-04-01,2025-04-10,5.15,Feature,High,Admin,U10
4452,Respond box show production daughter movement.,2025-03-03,2025-03-11,7.57,Bug,Low,Support,U05
4453,Charge job whether work leave.,2025-05-28,2025-06-07,7.08,Feature,High,Technical,U07
4454,Cause increase style live responsibility section.,2025-04-25,2025-05-02,3.11,Feature,High,Admin,U05
4455,Can beautiful week take suggest maybe.,2025-02-13,2025-02-17,3.67,Bug,Medium,Support,U08
4456,Any able year trouble our.,2025-04-02,2025-04-07,4.58,Feature,Low,Technical,U07
4457,Traditional explain final field discover attention.,2025-02-05,2025-02-06,1.79,Feature,Low,Technical,U04
4458,Dinner health force party new.,2025-06-13,2025-06-21,5.34,Improvement,Medium,Admin,U06
4459,Pattern floor well myself.,2025-01-25,2025-01-27,6.64,Feature,High,Support,U10
4460,Speech save at wife PM.,2025-03-31,2025-04-05,9.87,Improvement,Medium,Support,U10
4461,Whole style audience country during level.,2025-01-16,2025-01-26,7.67,Improvement,Low,Research,U03
4462,Use admit poor player.,2025-03-19,2025-03-28,9.45,Bug,High,Research,U01
4463,Wind while support risk factor plan and.,2025-04-21,2025-04-25,9.55,Feature,High,Research,U09
4464,Office protect box rate cover.,2025-02-23,2025-02-24,7.12,Bug,Low,Technical,U07
4465,Serve special bank move risk star beyond.,2025-05-12,2025-05-16,6.3,Improvement,High,Research,U05
4466,Least outside some something let improve.,2025-01-21,2025-01-29,1.77,Feature,Low,Admin,U01
4467,Must course might piece next onto house life.,2025-05-13,2025-05-16,1.73,Feature,Low,Admin,U03
4468,Ten book check use.,2025-06-07,2025-06-16,8.35,Feature,Medium,Support,U01
4469,Son poor together.,2025-04-16,2025-04-18,8.25,Bug,High,Research,U10
4470,That able mention show purpose itself any.,2025-03-16,2025-03-20,8.87,Bug,Low,Technical,U10
4471,Minute case religious economy system item its.,2025-02-23,2025-02-27,1.63,Feature,Low,Research,U02
4472,Worker rich forget it.,2025-05-21,2025-05-24,1.55,Feature,Low,Technical,U05
4473,Wear with no analysis.,2025-04-21,2025-04-22,5.02,Feature,High,Technical,U04
4474,Speech receive future table agency.,2025-03-01,2025-03-11,7.54,Feature,Medium,Research,U03
4475,Local cultural right raise picture.,2025-02-15,2025-02-16,4.27,Improvement,Medium,Admin,U04
4476,Possible movement east manager coach.,2025-06-09,2025-06-18,1.08,Bug,High,Support,U08
4477,Movie whole either condition.,2025-06-07,2025-06-15,5.63,Improvement,High,Support,U05
4478,No nor form very never trade focus.,2025-02-21,2025-02-22,1.69,Feature,Low,Technical,U03
4479,World modern return form.,2025-04-20,2025-04-24,4.27,Feature,High,Research,U08
4480,World for kid board party politics.,2025-02-09,2025-02-16,7.57,Feature,Medium,Support,U05
4481,Leave mother quality by organization.,2025-03-30,2025-04-02,9.48,Feature,Medium,Admin,U01
4482,Political happen business something debate tell.,2025-03-22,2025-03-23,2.13,Feature,Medium,Admin,U02
4483,Network east model.,2025-05-23,2025-05-30,8.37,Feature,Low,Support,U09
4484,Hot thought walk.,2025-04-13,2025-04-20,2.83,Feature,Low,Technical,U06
4485,None though discuss daughter cause.,2025-05-01,2025-05-06,3.05,Improvement,Low,Admin,U10
4486,Miss modern mother simple.,2025-02-21,2025-03-01,6.59,Improvement,Medium,Technical,U06
4487,Pull peace either step sometimes report wall magazine.,2025-06-08,2025-06-13,4.06,Feature,High,Support,U04
4488,Culture fall push population sport concern my room.,2025-03-20,2025-03-30,3.08,Bug,Low,Research,U02
4489,High where unit away when bad.,2025-01-26,2025-02-01,9.32,Feature,Medium,Research,U09
4490,Production scientist drug which.,2025-04-23,2025-04-26,7.79,Improvement,Low,Research,U03
4491,Send down animal compare can could hard.,2025-03-03,2025-03-08,6.96,Feature,Low,Admin,U07
4492,Religious his season to.,2025-01-14,2025-01-20,3.53,Improvement,Low,Technical,U03
4493,Continue out night education economy.,2025-03-11,2025-03-21,1.31,Feature,Medium,Technical,U08
4494,Write throw it bad.,2025-06-02,2025-06-11,2.6,Improvement,Medium,Technical,U03
4495,Enter training identify race.,2025-04-04,2025-04-10,2.4,Improvement,Low,Admin,U04
4496,Politics young who action site.,2025-04-27,2025-04-29,1.56,Feature,Medium,Admin,U08
4497,Middle site show range whom game new.,2025-06-06,2025-06-12,3.15,Improvement,Medium,Admin,U08
4498,Compare focus involve sea hope activity ok.,2025-05-22,2025-06-01,9.99,Improvement,High,Research,U07
4499,Process pull peace.,2025-01-16,2025-01-17,6.63,Bug,High,Technical,U10
4500,Kid well if able himself.,2025-03-26,2025-04-03,3.18,Improvement,Low,Technical,U08
4501,Theory budget offer daughter reality drop approach.,2025-06-07,2025-06-08,2.3,Bug,Low,Technical,U01
4502,Enjoy reach two right.,2025-04-15,2025-04-16,3.19,Improvement,High,Admin,U08
4503,Money financial resource thousand star first.,2025-03-17,2025-03-21,5.99,Bug,Medium,Technical,U08
4504,Rock prepare structure movie break hundred to.,2025-04-14,2025-04-21,3.08,Feature,High,Support,U03
4505,Cultural stock beautiful against Congress.,2025-04-14,2025-04-20,7.22,Improvement,Medium,Technical,U03
4506,Box happy trouble bill stage hold country member.,2025-04-27,2025-05-04,4.13,Bug,High,Support,U08
4507,Both trade bed.,2025-05-19,2025-05-27,7.07,Improvement,Low,Support,U04
4508,Tough practice world individual campaign body child address.,2025-04-21,2025-05-01,3.92,Bug,Medium,Technical,U10
4509,Join debate agreement fact space next since.,2025-05-23,2025-05-26,2.39,Bug,High,Admin,U02
4510,Poor maintain a girl.,2025-01-05,2025-01-07,1.86,Feature,High,Support,U08
4511,North out civil record without.,2025-04-01,2025-04-09,1.13,Improvement,Medium,Technical,U05
4512,Fast campaign green agree window.,2025-04-04,2025-04-10,5.45,Feature,Low,Admin,U01
4513,Leg police those these child common wrong.,2025-05-28,2025-06-01,7.9,Improvement,Medium,Research,U05
4514,Television decide run voice measure remember tend.,2025-04-09,2025-04-12,2.51,Feature,Low,Technical,U01
4515,Head fill certain room only live also.,2025-02-20,2025-02-25,7.92,Improvement,High,Research,U09
4516,Soon mention four total position story.,2025-01-17,2025-01-23,2.23,Bug,Medium,Research,U07
4517,Million blood analysis sea.,2025-05-07,2025-05-12,6.21,Bug,Low,Research,U06
4518,Adult artist statement continue subject.,2025-04-06,2025-04-10,7.35,Bug,Low,Support,U02
4519,World mention address because official agency mission.,2025-04-18,2025-04-28,8.8,Bug,Medium,Admin,U02
4520,Resource show require stuff yeah church gun increase.,2025-03-02,2025-03-10,1.48,Bug,Low,Research,U05
4521,Cultural under area culture.,2025-03-16,2025-03-19,8.9,Feature,Low,Research,U04
4522,Third sit responsibility shake the coach pass.,2025-02-10,2025-02-14,8.95,Feature,Low,Technical,U10
4523,Itself shake become college site once.,2025-02-13,2025-02-18,3.41,Bug,Low,Support,U05
4524,Including early able structure show eat.,2025-06-11,2025-06-21,1.16,Improvement,Low,Admin,U06
4525,Foot system once inside.,2025-04-25,2025-05-05,6.0,Feature,Low,Technical,U09
4526,Clearly produce class practice imagine customer school.,2025-04-30,2025-05-05,7.89,Feature,Medium,Technical,U03
4527,As this serve certain.,2025-01-06,2025-01-14,4.27,Improvement,Medium,Admin,U07
4528,World size very garden grow doctor idea.,2025-04-07,2025-04-10,3.23,Feature,Low,Research,U03
4529,With not fill me which seat.,2025-01-24,2025-01-25,7.14,Feature,Low,Technical,U05
4530,Offer administration factor cultural though word artist.,2025-06-11,2025-06-12,8.01,Improvement,High,Admin,U08
4531,White site shoulder.,2025-01-24,2025-01-25,3.58,Feature,High,Technical,U07
4532,Hotel class black catch local.,2025-01-10,2025-01-17,1.01,Improvement,High,Support,U06
4533,Central score herself must line.,2025-01-11,2025-01-14,8.05,Bug,Low,Technical,U05
4534,Reason court tend land.,2025-01-04,2025-01-09,8.52,Improvement,Low,Support,U04
4535,Pull friend least series.,2025-05-11,2025-05-14,8.22,Bug,High,Support,U10
4536,Community with especially on really view woman.,2025-02-27,2025-03-02,5.35,Bug,Low,Support,U06
4537,Other yard movie than mention worker.,2025-02-08,2025-02-18,8.1,Feature,High,Support,U03
4538,Within bad better interview door voice.,2025-04-05,2025-04-08,2.31,Bug,Low,Support,U09
4539,Likely lot or important quite animal.,2025-05-04,2025-05-12,3.99,Improvement,Medium,Research,U04
4540,Next represent start whole trip heart main.,2025-01-30,2025-01-31,9.85,Improvement,Low,Support,U04
4541,Figure difference let total range however note or.,2025-02-21,2025-02-26,4.58,Improvement,High,Admin,U08
4542,Hard half continue bank.,2025-03-29,2025-03-31,5.95,Feature,Medium,Support,U09
4543,Ready bar region remember take.,2025-05-08,2025-05-12,3.8,Improvement,Medium,Research,U02
4544,Suggest carry mission green.,2025-01-17,2025-01-26,3.38,Improvement,High,Research,U07
4545,Large whether report per stand majority standard.,2025-05-14,2025-05-17,7.48,Improvement,Low,Research,U08
4546,Part stand either become.,2025-01-17,2025-01-26,2.19,Improvement,Medium,Technical,U04
4547,Care enough seven ten let these enough.,2025-04-17,2025-04-22,1.51,Improvement,Low,Research,U04
4548,Say paper involve hotel.,2025-03-27,2025-04-01,2.18,Bug,Medium,Technical,U07
4549,Care discussion no explain.,2025-05-30,2025-06-09,1.64,Bug,Medium,Technical,U05
4550,Player fact several letter bill especially six.,2025-04-02,2025-04-07,1.95,Bug,Low,Admin,U05
4551,Student box set control have despite.,2025-06-14,2025-06-22,2.57,Feature,High,Support,U06
4552,Soldier wait box total deep then.,2025-04-03,2025-04-07,5.79,Improvement,High,Support,U04
4553,Evidence pattern notice crime.,2025-03-20,2025-03-21,8.74,Feature,Medium,Support,U09
4554,Central area energy.,2025-04-13,2025-04-20,7.98,Improvement,Low,Admin,U07
4555,Large fine light after politics least letter.,2025-04-27,2025-04-28,1.5,Bug,Medium,Support,U08
4556,Where focus if.,2025-05-14,2025-05-15,7.21,Improvement,High,Technical,U01
4557,Determine need able.,2025-01-15,2025-01-17,2.17,Bug,High,Technical,U08
4558,Learn reality better center understand.,2025-02-07,2025-02-09,2.97,Improvement,Medium,Admin,U05
4559,With man start during area single.,2025-02-18,2025-02-21,4.21,Feature,Low,Support,U04
4560,Use my project collection once however choice.,2025-03-15,2025-03-18,9.57,Improvement,Low,Support,U09
4561,Discuss hope three stop instead probably.,2025-06-17,2025-06-26,6.15,Feature,High,Support,U05
4562,Drug much field front rest onto.,2025-03-15,2025-03-18,3.78,Bug,High,Research,U10
4563,Mother charge organization order pull discussion air.,2025-06-12,2025-06-22,8.48,Feature,Medium,Support,U02
4564,Particular reason in explain hundred again.,2025-01-30,2025-02-07,2.84,Improvement,Low,Admin,U01
4565,Difficult agent religious notice bring understand.,2025-03-31,2025-04-04,7.06,Improvement,Medium,Research,U02
4566,Focus nature collection activity capital.,2025-01-20,2025-01-25,9.23,Bug,High,Admin,U08
4567,As gun magazine each alone laugh.,2025-04-12,2025-04-19,1.72,Bug,Medium,Admin,U01
4568,Attack arm nor television history.,2025-05-25,2025-06-01,4.99,Bug,Medium,Research,U04
4569,Mr million lawyer should right billion school.,2025-04-12,2025-04-21,9.81,Improvement,Low,Technical,U03
4570,General foot tax soldier front although.,2025-03-12,2025-03-20,9.16,Bug,High,Research,U05
4571,Strong mouth treat.,2025-02-04,2025-02-09,4.2,Improvement,Low,Support,U10
4572,Election bill focus fly share site allow.,2025-01-03,2025-01-04,9.58,Bug,Low,Technical,U09
4573,Out him home age early.,2025-04-13,2025-04-20,3.12,Feature,High,Admin,U05
4574,Establish near decide security generation morning.,2025-01-04,2025-01-11,1.39,Feature,Low,Support,U02
4575,Far base get matter none hard.,2025-05-08,2025-05-10,7.29,Feature,High,Research,U10
4576,College allow star.,2025-04-07,2025-04-12,2.8,Improvement,High,Technical,U05
4577,Ball bad require method.,2025-05-07,2025-05-08,7.71,Bug,High,Support,U06
4578,Trade group every discussion city coach.,2025-01-08,2025-01-12,4.37,Bug,Medium,Support,U08
4579,Discuss product in member season.,2025-03-13,2025-03-17,6.04,Feature,Medium,Support,U02
4580,Something nation yourself eye cold develop between pay.,2025-05-29,2025-06-01,8.54,Feature,Medium,Research,U03
4581,Central image free represent identify.,2025-06-12,2025-06-21,4.0,Improvement,Medium,Admin,U09
4582,House successful first increase let.,2025-04-12,2025-04-18,3.36,Feature,High,Admin,U10
4583,Stop remember card space will every.,2025-05-26,2025-05-30,7.95,Improvement,High,Admin,U02
4584,One imagine rich notice weight effect.,2025-06-06,2025-06-15,9.33,Feature,High,Research,U01
4585,Particularly church although close present listen popular.,2025-05-24,2025-05-25,2.32,Improvement,High,Research,U09
4586,Kid help beyond firm indeed.,2025-04-18,2025-04-25,9.61,Improvement,Low,Admin,U06
4587,Art sell language who card.,2025-03-30,2025-04-09,3.19,Bug,High,Admin,U07
4588,Candidate far check glass early economy.,2025-06-02,2025-06-10,7.48,Feature,High,Admin,U04
4589,Serve appear movement itself detail chance.,2025-01-15,2025-01-20,4.3,Feature,Medium,Admin,U10
4590,Land act anything money civil.,2025-01-25,2025-01-31,9.06,Improvement,High,Technical,U03
4591,Popular leave health probably person.,2025-03-19,2025-03-21,1.31,Improvement,High,Support,U09
4592,Type person people.,2025-06-17,2025-06-20,5.3,Bug,Medium,Support,U02
4593,Doctor six brother.,2025-01-24,2025-01-28,8.62,Improvement,Medium,Admin,U02
4594,He force body region probably summer.,2025-01-02,2025-01-05,6.91,Bug,Low,Support,U02
4595,Some although major appear.,2025-01-27,2025-01-28,5.08,Improvement,Low,Support,U05
4596,May short however mother.,2025-04-06,2025-04-08,5.32,Feature,Low,Support,U06
4597,Religious wall easy recent itself man actually.,2025-06-13,2025-06-19,7.64,Improvement,Low,Admin,U01
4598,Most over inside church glass Mr.,2025-06-11,2025-06-14,2.39,Bug,Low,Support,U02
4599,Choose treatment study despite quite focus.,2025-05-09,2025-05-19,1.14,Bug,Low,Technical,U03
4600,Environment run north rise perhaps strategy population.,2025-03-30,2025-04-07,9.91,Improvement,Low,Research,U06
4601,Yeah authority fly morning eat fine.,2025-05-31,2025-06-10,5.61,Feature,Medium,Research,U01
4602,Form stay front whole eye agreement.,2025-05-02,2025-05-06,9.39,Bug,Low,Research,U01
4603,Around story agent leave school too.,2025-02-26,2025-03-08,1.56,Bug,Medium,Admin,U09
4604,Fish authority professor form blue.,2025-04-20,2025-04-24,9.22,Feature,High,Technical,U07
4605,Drop against matter arm available.,2025-01-17,2025-01-21,1.67,Improvement,Low,Admin,U07
4606,American dog enjoy statement country face.,2025-04-21,2025-04-25,5.73,Bug,Medium,Technical,U07
4607,Example half business.,2025-05-23,2025-06-01,5.69,Bug,Medium,Support,U09
4608,Hundred too through must federal might.,2025-05-06,2025-05-13,3.38,Improvement,High,Research,U03
4609,Risk town around body project college ahead evening.,2025-04-17,2025-04-20,9.13,Bug,Low,Research,U02
4610,Save serve though share world south.,2025-03-29,2025-04-01,4.17,Improvement,Low,Support,U08
4611,Chair bank and about doctor.,2025-02-20,2025-02-26,6.29,Bug,Medium,Technical,U04
4612,Bag effect American wife authority.,2025-02-23,2025-02-28,9.33,Bug,High,Technical,U06
4613,Save serious interview she building.,2025-06-09,2025-06-16,1.71,Bug,Medium,Admin,U06
4614,Accept other firm.,2025-01-07,2025-01-11,2.13,Bug,High,Technical,U04
4615,Can program yard cause structure ask soon school.,2025-06-02,2025-06-05,1.68,Improvement,Medium,Technical,U08
4616,Billion letter six save.,2025-02-15,2025-02-18,6.83,Bug,High,Admin,U01
4617,Against level bit likely property today.,2025-04-20,2025-04-26,2.66,Improvement,Low,Research,U10
4618,Position newspaper nearly term fund.,2025-05-02,2025-05-10,2.14,Bug,Low,Admin,U02
4619,Under describe reach life continue.,2025-06-04,2025-06-05,2.28,Bug,High,Support,U05
4620,Hand still indicate voice man us.,2025-01-07,2025-01-12,8.66,Improvement,Medium,Research,U05
4621,Thousand population account ground.,2025-04-04,2025-04-14,3.64,Feature,Low,Admin,U04
4622,Test Democrat glass behind network article white.,2025-04-18,2025-04-25,2.51,Feature,Medium,Technical,U04
4623,Director everything development song writer student participant.,2025-06-06,2025-06-09,9.79,Feature,Medium,Support,U05
4624,Miss relate on model manage concern ahead.,2025-03-05,2025-03-14,8.0,Feature,Low,Technical,U08
4625,Visit now turn week easy.,2025-04-13,2025-04-22,9.47,Improvement,High,Research,U07
4626,System wife sport town and during.,2025-04-25,2025-05-05,8.04,Bug,Medium,Admin,U02
4627,Remain since industry argue usually bring.,2025-05-14,2025-05-15,6.11,Feature,High,Support,U10
4628,Treat action lose standard bill style especially vote.,2025-05-04,2025-05-08,5.6,Improvement,Medium,Research,U03
4629,Outside sea charge southern history.,2025-04-26,2025-05-04,9.32,Feature,High,Support,U04
4630,Risk office Congress national whose price bar.,2025-04-15,2025-04-16,8.88,Improvement,Low,Support,U06
4631,College case employee address.,2025-02-17,2025-02-24,8.61,Improvement,Medium,Technical,U07
4632,Affect forget check well whatever quite door.,2025-04-08,2025-04-09,7.63,Improvement,High,Admin,U08
4633,Again card short lose.,2025-01-14,2025-01-15,5.85,Improvement,High,Research,U10
4634,Respond current other operation wall.,2025-01-10,2025-01-18,2.0,Improvement,Low,Technical,U09
4635,Organization compare else yard into.,2025-04-09,2025-04-19,6.79,Bug,High,Support,U03
4636,Positive single little cold.,2025-01-29,2025-02-05,2.38,Feature,Low,Technical,U10
4637,Arrive minute power office watch specific development myself.,2025-03-25,2025-03-30,4.47,Bug,Medium,Technical,U10
4638,Level another set quality teacher fact.,2025-04-19,2025-04-21,1.43,Feature,High,Technical,U06
4639,Could factor among shoulder never.,2025-06-01,2025-06-02,5.66,Bug,Medium,Support,U04
4640,Possible stay experience hard his.,2025-04-16,2025-04-25,2.43,Improvement,High,Admin,U03
4641,Draw physical writer room will material all.,2025-05-07,2025-05-10,3.9,Feature,Medium,Support,U05
4642,Professional environmental themselves drug record pressure.,2025-01-13,2025-01-18,9.26,Feature,High,Admin,U05
4643,Organization story exist situation hard PM eat.,2025-02-20,2025-02-26,3.59,Feature,Low,Support,U08
4644,Mr report hope TV north laugh.,2025-05-03,2025-05-10,6.91,Bug,Medium,Technical,U03
4645,Begin southern fish wall long different piece.,2025-03-07,2025-03-09,5.9,Improvement,High,Support,U02
4646,Foreign marriage dinner job only total rule.,2025-05-21,2025-05-26,5.87,Improvement,Medium,Technical,U02
